NaN, NaN, NaN
1.0, 1.0, 0.98
1.5, 1.5, 1.5
2.0, 2.0, 2.0
3.1, 3.1, 3.1
4.2, 4.1, 4.2
5.6, 5.4, 5.3
6.8, 6.2, 6.6
8.1, 7.6, 7.8
8.7, 8.5, 8.6
9.9, 10.0, 10.0
11.0, 11.0, 13.0
